producer_id,iteration,price,units_sold_day,revenue_day,units_sold_cum,revenue_cum,acres,annual_production_lbs,variety
1,1,0.8149702109163256,1820,1483.2457838677126,1820,1483.2457838677126,12.0,345600.0,FRESH APPLES
1,2,0.8188974864603842,1330,1089.133656992311,3150,2572.3794408600234,12.0,345600.0,FRESH APPLES
1,3,0.8130142984612808,1330,1081.3090169535035,4480,3653.688457813527,12.0,345600.0,FRESH APPLES
1,4,0.813013680992009,1330,1081.308195719372,5810,4734.996653532899,12.0,345600.0,FRESH APPLES
1,5,0.8119877314445799,1330,1079.9436828212913,7140,5814.94033635419,12.0,345600.0,FRESH APPLES
1,6,0.8120012866482745,1330,1079.9617112422052,8470,6894.902047596395,12.0,345600.0,FRESH APPLES
1,7,0.8119344624379534,1330,1079.872835042478,9800,7974.774882638873,12.0,345600.0,FRESH APPLES
1,8,0.8121228562879578,1330,1080.1233988629838,11130,9054.898281501857,12.0,345600.0,FRESH APPLES
1,9,0.8129132104630158,1330,1081.174569915811,12460,10136.072851417668,12.0,345600.0,FRESH APPLES
1,10,0.8139616434867907,1330,1082.5689858374317,13790,11218.6418372551,12.0,345600.0,FRESH APPLES
1,11,0.8206393872889836,1330,1091.4503850943481,15120,12310.092222349447,12.0,345600.0,FRESH APPLES
1,12,0.8480644520210677,1330,1127.9257211880201,16450,13438.017943537467,12.0,345600.0,FRESH APPLES
1,13,0.8482162402497235,1330,1128.1275995321323,17780,14566.145543069599,12.0,345600.0,FRESH APPLES
1,14,0.852699312897188,1320,1125.5630930242883,19100,15691.708636093887,12.0,345600.0,FRESH APPLES
1,15,0.8526637421184395,1330,1134.0427770175245,20430,16825.75141311141,12.0,345600.0,FRESH APPLES
1,16,0.8635858698686604,1330,1148.5692069253182,21760,17974.320620036728,12.0,345600.0,FRESH APPLES
1,17,0.864176293488095,1330,1149.3544703391663,23090,19123.675090375895,12.0,345600.0,FRESH APPLES
1,18,0.8642078216590189,1330,1149.3964028064952,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,19,0.863033271763748,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,20,0.8630533038622524,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,21,0.862957647078312,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,22,0.8603653304408011,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,23,0.860364840367212,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,24,0.865975995219679,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,25,0.8665179915333021,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,26,0.8702983782108338,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,27,0.8706882148181604,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,28,0.8709992947716317,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,29,0.8686187975723149,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,30,0.868715524980239,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,31,0.8437406656528655,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,32,0.8437846168054135,0,0.0,24420,20273.07149318239,12.0,345600.0,FRESH APPLES
1,33,0.8435144654253808,19940,16819.678440582094,44360,37092.749933764484,12.0,345600.0,FRESH APPLES
1,34,0.8434397051891572,1330,1121.7748079015792,45690,38214.524741666064,12.0,345600.0,FRESH APPLES
1,35,0.8660612344209397,1330,1151.8614417798499,47020,39366.38618344592,12.0,345600.0,FRESH APPLES
1,36,0.8684199627575774,1330,1154.9985504675778,48350,40521.384733913495,12.0,345600.0,FRESH APPLES
1,37,0.8686449026541422,0,0.0,48350,40521.384733913495,12.0,345600.0,FRESH APPLES
1,38,0.8686209995139126,2660,2310.5318587070074,51010,42831.9165926205,12.0,345600.0,FRESH APPLES
1,39,0.868527959874724,0,0.0,51010,42831.9165926205,12.0,345600.0,FRESH APPLES
1,40,0.8614362386189652,2650,2282.806032340258,53660,45114.72262496076,12.0,345600.0,FRESH APPLES
1,41,0.8612053982259178,1330,1145.4031796404706,54990,46260.12580460124,12.0,345600.0,FRESH APPLES
1,42,0.8551643592735795,1330,1137.3685978338608,56320,47397.4944024351,12.0,345600.0,FRESH APPLES
1,43,0.8536446611976422,1330,1135.347399392864,57650,48532.84180182796,12.0,345600.0,FRESH APPLES
1,44,0.8534919719791378,0,0.0,57650,48532.84180182796,12.0,345600.0,FRESH APPLES
1,45,0.8504169533116347,2660,2262.1090958089485,60310,50794.95089763691,12.0,345600.0,FRESH APPLES
1,46,0.850459260126116,0,0.0,60310,50794.95089763691,12.0,345600.0,FRESH APPLES
1,47,0.8503908674256317,0,0.0,60310,50794.95089763691,12.0,345600.0,FRESH APPLES
1,48,0.8517720297256578,3990,3398.5703986053745,64300,54193.52129624229,12.0,345600.0,FRESH APPLES
1,49,0.8509435462542245,0,0.0,64300,54193.52129624229,12.0,345600.0,FRESH APPLES
1,50,0.850944192530547,2660,2263.511552131255,66960,56457.03284837354,12.0,345600.0,FRESH APPLES
1,51,0.8509603196604069,0,0.0,66960,56457.03284837354,12.0,345600.0,FRESH APPLES
1,52,0.847983489072885,2660,2255.636080933874,69620,58712.668929307416,12.0,345600.0,FRESH APPLES
1,53,0.8470959575330435,0,0.0,69620,58712.668929307416,12.0,345600.0,FRESH APPLES
1,54,0.847076589287457,0,0.0,69620,58712.668929307416,12.0,345600.0,FRESH APPLES
1,55,0.8509897427850329,3980,3386.939176284431,73600,62099.60810559185,12.0,345600.0,FRESH APPLES
1,56,0.8595127581025114,0,0.0,73600,62099.60810559185,12.0,345600.0,FRESH APPLES
1,57,0.8594656499511872,2660,2286.1786288701583,76260,64385.786734462,12.0,345600.0,FRESH APPLES
1,58,0.8593729521564869,0,0.0,76260,64385.786734462,12.0,345600.0,FRESH APPLES
1,59,0.8593875325734277,2660,2285.970836645318,78920,66671.75757110732,12.0,345600.0,FRESH APPLES
1,60,0.8594227376008181,0,0.0,78920,66671.75757110732,12.0,345600.0,FRESH APPLES
1,61,0.853800315949141,2660,2271.108840424715,81580,68942.86641153203,12.0,345600.0,FRESH APPLES
1,62,0.8537146426018022,0,0.0,81580,68942.86641153203,12.0,345600.0,FRESH APPLES
1,63,0.8536993752399032,2660,2270.8403381381427,84240,71213.70674967016,12.0,345600.0,FRESH APPLES
1,64,0.82257326170979,0,0.0,84240,71213.70674967016,12.0,345600.0,FRESH APPLES
1,65,0.8936741431220332,2660,2377.1732207046084,86900,73590.87997037478,12.0,345600.0,FRESH APPLES
1,66,0.8929150656214101,0,0.0,86900,73590.87997037478,12.0,345600.0,FRESH APPLES
1,67,0.8999270979969315,2650,2384.8068096918682,89550,75975.68678006665,12.0,345600.0,FRESH APPLES
1,68,0.8999244259415266,0,0.0,89550,75975.68678006665,12.0,345600.0,FRESH APPLES
1,69,0.8999665272583632,2660,2393.910962507246,92210,78369.5977425739,12.0,345600.0,FRESH APPLES
1,70,0.8945440671985357,0,0.0,92210,78369.5977425739,12.0,345600.0,FRESH APPLES
1,71,0.8793289170704752,2660,2339.0149194074643,94870,80708.61266198136,12.0,345600.0,FRESH APPLES
1,72,0.8793952809162641,0,0.0,94870,80708.61266198136,12.0,345600.0,FRESH APPLES
1,73,0.8711838406881779,0,0.0,94870,80708.61266198136,12.0,345600.0,FRESH APPLES
1,74,0.8711354341720121,3990,3475.8303823463284,98860,84184.4430443277,12.0,345600.0,FRESH APPLES
1,75,0.8726342524510656,0,0.0,98860,84184.4430443277,12.0,345600.0,FRESH APPLES
1,76,0.8725974932898992,2660,2321.109332151132,101520,86505.55237647882,12.0,345600.0,FRESH APPLES
1,77,0.8729736946671245,0,0.0,101520,86505.55237647882,12.0,345600.0,FRESH APPLES
1,78,0.8701841940110944,2660,2314.689956069511,104180,88820.24233254834,12.0,345600.0,FRESH APPLES
1,79,0.8702102604137454,0,0.0,104180,88820.24233254834,12.0,345600.0,FRESH APPLES
1,80,0.8560933098106813,2650,2268.6472709983054,106830,91088.88960354665,12.0,345600.0,FRESH APPLES
1,81,0.8610224164369452,0,0.0,106830,91088.88960354665,12.0,345600.0,FRESH APPLES
1,82,0.8609129128777269,2660,2290.0283482547534,109490,93378.9179518014,12.0,345600.0,FRESH APPLES
1,83,0.8640589283814898,0,0.0,109490,93378.9179518014,12.0,345600.0,FRESH APPLES
1,84,0.8640913980419523,2660,2298.4831187915934,112150,95677.401070593,12.0,345600.0,FRESH APPLES
1,85,0.8633450315792224,0,0.0,112150,95677.401070593,12.0,345600.0,FRESH APPLES
1,86,0.8604789701368958,2660,2288.874060564143,114810,97966.27513115713,12.0,345600.0,FRESH APPLES
1,87,0.8557261111484215,0,0.0,114810,97966.27513115713,12.0,345600.0,FRESH APPLES
1,88,0.8547557004562407,2660,2273.6501632136005,117470,100239.92529437074,12.0,345600.0,FRESH APPLES
1,89,0.8547470786178761,1330,1136.8136145617752,118800,101376.73890893252,12.0,345600.0,FRESH APPLES
1,90,0.8606739904408924,1330,1144.6964072863868,120130,102521.4353162189,12.0,345600.0,FRESH APPLES
1,91,0.8631920748744977,1330,1148.045459583082,121460,103669.48077580199,12.0,345600.0,FRESH APPLES
1,92,0.8634816980432202,0,0.0,121460,103669.48077580199,12.0,345600.0,FRESH APPLES
1,93,0.8504775106651736,2650,2253.76540326271,124110,105923.24617906469,12.0,345600.0,FRESH APPLES
1,94,0.850479350540741,0,0.0,124110,105923.24617906469,12.0,345600.0,FRESH APPLES
1,95,0.8586504439118265,2660,2284.0101808054587,126770,108207.25635987015,12.0,345600.0,FRESH APPLES
1,96,0.858571146302616,0,0.0,126770,108207.25635987015,12.0,345600.0,FRESH APPLES
1,97,0.8501971694734236,2660,2261.524470799307,129430,110468.78083066946,12.0,345600.0,FRESH APPLES
1,98,0.8469954301627368,0,0.0,129430,110468.78083066946,12.0,345600.0,FRESH APPLES
1,99,0.8502937830648462,2660,2261.781462952491,132090,112730.56229362196,12.0,345600.0,FRESH APPLES
1,100,0.855090795035536,0,0.0,132090,112730.56229362196,12.0,345600.0,FRESH APPLES
1,101,0.8550435567295013,2660,2274.4158609004735,134750,115004.97815452243,12.0,345600.0,FRESH APPLES
1,102,0.8550159100446926,0,0.0,134750,115004.97815452243,12.0,345600.0,FRESH APPLES
1,103,0.854942886355828,2660,2274.1480777065026,137410,117279.12623222893,12.0,345600.0,FRESH APPLES
1,104,0.8551976675191227,0,0.0,137410,117279.12623222893,12.0,345600.0,FRESH APPLES
1,105,0.8676693664263679,2650,2299.323821029875,140060,119578.4500532588,12.0,345600.0,FRESH APPLES
1,106,0.8668883260028054,0,0.0,140060,119578.4500532588,12.0,345600.0,FRESH APPLES
1,107,0.8618462237636699,2660,2292.510955211362,142720,121870.96100847016,12.0,345600.0,FRESH APPLES
1,108,0.9084921319712853,0,0.0,142720,121870.96100847016,12.0,345600.0,FRESH APPLES
1,109,0.9540072086582748,2660,2537.659175031011,145380,124408.62018350116,12.0,345600.0,FRESH APPLES
1,110,0.9541348319292517,0,0.0,145380,124408.62018350116,12.0,345600.0,FRESH APPLES
1,111,0.953505452783695,2660,2536.324504404629,148040,126944.9446879058,12.0,345600.0,FRESH APPLES
1,112,0.9575792932563427,0,0.0,148040,126944.9446879058,12.0,345600.0,FRESH APPLES
1,113,0.9575339716353131,2660,2547.0403645499327,150700,129491.98505245573,12.0,345600.0,FRESH APPLES
1,114,0.9573029861602392,0,0.0,150700,129491.98505245573,12.0,345600.0,FRESH APPLES
1,115,0.9570763897989741,0,0.0,150700,129491.98505245573,12.0,345600.0,FRESH APPLES
1,116,0.9570756629172175,3990,3818.7318950396975,154690,133310.7169474954,12.0,345600.0,FRESH APPLES
1,117,0.9574406258814143,0,0.0,154690,133310.7169474954,12.0,345600.0,FRESH APPLES
1,118,0.9870646242371682,2650,2615.721254228496,157340,135926.4382017239,12.0,345600.0,FRESH APPLES
1,119,0.9810823914638619,0,0.0,157340,135926.4382017239,12.0,345600.0,FRESH APPLES
1,120,0.9812193069721927,2660,2610.0433565460326,160000,138536.48155826994,12.0,345600.0,FRESH APPLES
1,121,0.9814156565253395,0,0.0,160000,138536.48155826994,12.0,345600.0,FRESH APPLES
1,122,0.97748782980119,2660,2600.1176272711655,162660,141136.5991855411,12.0,345600.0,FRESH APPLES
1,123,0.9775149861036257,1330,1300.0949315178223,163990,142436.6941170589,12.0,345600.0,FRESH APPLES
1,124,0.9838634993996443,0,0.0,163990,142436.6941170589,12.0,345600.0,FRESH APPLES
1,125,0.9841735006344611,2660,2617.9015116876662,166650,145054.59562874658,12.0,345600.0,FRESH APPLES
1,126,0.9841793782042061,0,0.0,166650,145054.59562874658,12.0,345600.0,FRESH APPLES
1,127,0.9846650338709775,2660,2619.2089900968,169310,147673.8046188434,12.0,345600.0,FRESH APPLES
1,128,0.9846963205238077,1330,1309.6461062966644,170640,148983.45072514005,12.0,345600.0,FRESH APPLES
1,129,0.9843159947167194,0,0.0,170640,148983.45072514005,12.0,345600.0,FRESH APPLES
1,130,0.9884587603974546,2660,2629.300302657229,173300,151612.7510277973,12.0,345600.0,FRESH APPLES
1,131,0.9907612306896721,0,0.0,173300,151612.7510277973,12.0,345600.0,FRESH APPLES
1,132,0.9911720121704924,0,0.0,173300,151612.7510277973,12.0,345600.0,FRESH APPLES
1,133,0.9912654669368627,3980,3945.2365584087133,177280,155557.987586206,12.0,345600.0,FRESH APPLES
1,134,0.9912647140891364,0,0.0,177280,155557.987586206,12.0,345600.0,FRESH APPLES
1,135,0.9912373800175439,2660,2636.6914308466667,179940,158194.67901705267,12.0,345600.0,FRESH APPLES
1,136,0.9913019718105621,1330,1318.4316225080477,181270,159513.1106395607,12.0,345600.0,FRESH APPLES
1,137,0.9914750971133088,0,0.0,181270,159513.1106395607,12.0,345600.0,FRESH APPLES
1,138,0.9914810020280973,2660,2637.339465394739,183930,162150.45010495544,12.0,345600.0,FRESH APPLES
1,139,0.9890136231322982,0,0.0,183930,162150.45010495544,12.0,345600.0,FRESH APPLES
1,140,0.9890130597792215,2660,2630.7747390127292,186590,164781.22484396817,12.0,345600.0,FRESH APPLES
1,141,0.9920567305294892,0,0.0,186590,164781.22484396817,12.0,345600.0,FRESH APPLES
1,142,0.9920485661508017,2660,2638.8491859611327,189250,167420.0740299293,12.0,345600.0,FRESH APPLES
1,143,0.9914166172029047,0,0.0,189250,167420.0740299293,12.0,345600.0,FRESH APPLES
1,144,0.9848853110936279,2650,2609.946074398114,191900,170030.0201043274,12.0,345600.0,FRESH APPLES
1,145,0.9848899268213149,0,0.0,191900,170030.0201043274,12.0,345600.0,FRESH APPLES
1,146,0.9841501197036756,2660,2617.839318411777,194560,172647.8594227392,12.0,345600.0,FRESH APPLES
1,147,0.9841097385865284,0,0.0,194560,172647.8594227392,12.0,345600.0,FRESH APPLES
1,148,0.9880562275077055,2660,2628.2295651704967,197220,175276.0889879097,12.0,345600.0,FRESH APPLES
1,149,0.9878684680309405,0,0.0,197220,175276.0889879097,12.0,345600.0,FRESH APPLES
1,150,0.9879521370592022,2660,2627.9526845774776,199880,177904.04167248716,12.0,345600.0,FRESH APPLES
1,151,0.9883173999260807,0,0.0,199880,177904.04167248716,12.0,345600.0,FRESH APPLES
1,152,0.9180295809384443,2660,2441.958685296262,202540,180346.00035778343,12.0,345600.0,FRESH APPLES
1,153,0.9879409695857341,1330,1313.9614895490263,203870,181659.96184733245,12.0,345600.0,FRESH APPLES
1,154,0.9880733918661783,1330,1314.137611182017,205200,182974.09945851448,12.0,345600.0,FRESH APPLES
1,155,0.981680300623904,1330,1305.6347998297922,206530,184279.73425834428,12.0,345600.0,FRESH APPLES
1,156,0.9817112131710091,0,0.0,206530,184279.73425834428,12.0,345600.0,FRESH APPLES
1,157,0.9817686789588352,2650,2601.6869992409133,209180,186881.4212575852,12.0,345600.0,FRESH APPLES
1,158,1.0272915472089543,0,0.0,209180,186881.4212575852,12.0,345600.0,FRESH APPLES
1,159,1.0265594636358217,2660,2730.648173271286,211840,189612.0694308565,12.0,345600.0,FRESH APPLES
1,160,1.0216570878254225,0,0.0,211840,189612.0694308565,12.0,345600.0,FRESH APPLES
1,161,0.9749624890082074,2660,2593.4002207618314,214500,192205.46965161833,12.0,345600.0,FRESH APPLES
1,162,0.9585538174376448,0,0.0,214500,192205.46965161833,12.0,345600.0,FRESH APPLES
1,163,0.9587193052965884,0,0.0,214500,192205.46965161833,12.0,345600.0,FRESH APPLES
1,164,0.9576585952577531,3990,3821.057795078435,218490,196026.52744669677,12.0,345600.0,FRESH APPLES
1,165,0.9500818213420981,0,0.0,218490,196026.52744669677,12.0,345600.0,FRESH APPLES
1,166,0.9095014038379754,0,0.0,218490,196026.52744669677,12.0,345600.0,FRESH APPLES
1,167,0.9095447523005473,3990,3629.0835616791837,222480,199655.61100837594,12.0,345600.0,FRESH APPLES
1,168,0.975234358082308,0,0.0,222480,199655.61100837594,12.0,345600.0,FRESH APPLES
1,169,0.9750597066538754,2660,2593.6588196993084,225140,202249.26982807525,12.0,345600.0,FRESH APPLES
1,170,0.977831233645749,1320,1290.7372284123887,226460,203540.00705648764,12.0,345600.0,FRESH APPLES
1,171,0.9677239521392671,1330,1287.0728563452253,227790,204827.07991283285,12.0,345600.0,FRESH APPLES
1,172,0.9692949867058203,0,0.0,227790,204827.07991283285,12.0,345600.0,FRESH APPLES
1,173,0.9806521097201822,2660,2608.534611855685,230450,207435.61452468854,12.0,345600.0,FRESH APPLES
1,174,0.9546190778633301,0,0.0,230450,207435.61452468854,12.0,345600.0,FRESH APPLES
1,175,0.9440534732699687,0,0.0,230450,207435.61452468854,12.0,345600.0,FRESH APPLES
1,176,0.9441353788600925,3990,3767.1001616517688,234440,211202.7146863403,12.0,345600.0,FRESH APPLES
1,177,0.9330887655373088,0,0.0,234440,211202.7146863403,12.0,345600.0,FRESH APPLES
1,178,0.9329010783158587,2660,2481.516868320184,237100,213684.23155466048,12.0,345600.0,FRESH APPLES
1,179,0.9327410570549768,0,0.0,237100,213684.23155466048,12.0,345600.0,FRESH APPLES
1,180,0.9257037563384765,2660,2462.3719918603474,239760,216146.60354652084,12.0,345600.0,FRESH APPLES
1,181,0.9201004315594535,0,0.0,239760,216146.60354652084,12.0,345600.0,FRESH APPLES
1,182,0.9035359502751422,0,0.0,239760,216146.60354652084,12.0,345600.0,FRESH APPLES
1,183,0.9001951476124183,3980,3582.7766874974245,243740,219729.38023401826,12.0,345600.0,FRESH APPLES
1,184,0.9001998876134486,0,0.0,243740,219729.38023401826,12.0,345600.0,FRESH APPLES
1,185,0.9038816856353271,0,0.0,243740,219729.38023401826,12.0,345600.0,FRESH APPLES
1,186,0.9022272944218871,3990,3599.8869047433295,247730,223329.26713876158,12.0,345600.0,FRESH APPLES
1,187,0.8919547035818796,0,0.0,247730,223329.26713876158,12.0,345600.0,FRESH APPLES
1,188,0.9134931308584627,2660,2429.8917280835108,250390,225759.1588668451,12.0,345600.0,FRESH APPLES
1,189,0.9051785944940857,0,0.0,250390,225759.1588668451,12.0,345600.0,FRESH APPLES
1,190,0.9035646886223975,2660,2403.4820717355774,253050,228162.64093858068,12.0,345600.0,FRESH APPLES
1,191,0.8720908604951315,0,0.0,253050,228162.64093858068,12.0,345600.0,FRESH APPLES
1,192,0.8737187802508032,2660,2324.0919554671364,255710,230486.7328940478,12.0,345600.0,FRESH APPLES
1,193,0.8761416378404968,0,0.0,255710,230486.7328940478,12.0,345600.0,FRESH APPLES
1,194,0.8666271896119995,2660,2305.2283243679185,258370,232791.96121841573,12.0,345600.0,FRESH APPLES
