iteration,price,units_sold_cum,revenue_cum
1,0.7371075891724966,0,0.0
2,0.9303303629005399,0,0.0
3,0.8897208792559714,0,0.0
4,0.8133969075842709,0,0.0
5,0.7893323606850118,0,0.0
6,0.8796947271386278,0,0.0
7,1.0350354446049115,0,0.0
8,0.9974518957240208,0,0.0
9,0.8454526387684215,0,0.0
10,0.8120831989477278,0,0.0
11,0.8357743130976072,0,0.0
12,0.9261929484986224,0,0.0
13,1.0241253425753791,0,0.0
14,0.8918914830411359,0,0.0
15,0.8779189212228444,0,0.0
16,0.7994806351798984,0,0.0
17,0.7733808121497028,0,0.0
18,0.8908006017930526,0,0.0
19,1.0210167743199703,0,0.0
20,0.9954360987111234,0,0.0
21,0.8761051064950616,0,0.0
22,0.8267911403768845,0,0.0
23,0.867899665485834,0,0.0
24,0.9626066897191596,0,0.0
25,1.0446890879907573,0,0.0
26,0.9195180744031103,0,0.0
27,0.9154869936721515,0,0.0
28,0.8259057536853559,0,0.0
29,0.7794245569503591,0,0.0
30,0.8886366538897058,0,0.0
31,1.032836926899898,0,0.0
32,1.0142409392479628,0,0.0
33,0.8728616852600635,0,0.0
34,0.818794791060384,0,0.0
35,0.8364445722683999,0,0.0
36,0.9263313432177573,0,0.0
37,1.052742675046533,0,0.0
38,0.9450375796253019,0,0.0
39,0.9002302170967493,0,0.0
40,0.8298132591448141,0,0.0
41,0.76404561754045,0,0.0
42,0.9065070600890237,0,0.0
43,1.0327767040994635,0,0.0
44,1.0195558751975193,0,0.0
45,0.8900306233712966,0,0.0
46,0.8137973820605011,0,0.0
47,0.848907900642029,0,0.0
48,0.9183672414601924,0,0.0
49,1.0244555003111184,0,0.0
50,0.8954478047695689,0,0.0
51,0.8652733276163722,0,0.0
52,0.8235325510541417,0,0.0
53,0.7812977747577253,0,0.0
54,0.9104863144165249,0,0.0
55,1.0455123199092424,0,0.0
56,1.0420356101173247,0,0.0
57,0.894132701918331,0,0.0
58,0.8169557931191007,0,0.0
59,0.8219035685278305,0,0.0
60,0.9114803990385552,0,0.0
61,1.035298748645567,0,0.0
